ballpark,park_factor,g_home
kia_champions_field,1.0239234449760766,76
daegu_samsung_lions_park,1.1508325699197068,77
mokdong_baseball_stadium,0.9332579185520361,78
mokdong_baseball_stadium,0.8850855745721272,73
suwon_kt_wiz_park,1.0284079700138096,74
incheon_ssg_landers_field,1.1822577254572209,71
sajik_baseball_stadium,1.1383299798792756,71
cheongju_baseball_stadium,0.9768920427938476,71
changwon_nc_park,0.9034716626376578,73
gocheok_sky_dome,0.8278774896785227,73
